"size","gender","age","edu","wealth"
7,"1",11,"1","3"
7,"1",8,"1","3"
8,"2",5,"0","4"
8,"1",26,"2","4"
8,"1",5,"0","4"
20,"1",7,"0","5"
20,"1",28,"2","5"
20,"2",23,"0","5"
20,"1",4,"0","5"
20,"1",1,"0","5"
20,"2",22,"2","5"
20,"2",3,"0","5"
20,"1",1,"0","5"
20,"1",42,"2","5"
20,"2",41,"1","5"
20,"1",22,"3","5"
20,"2",18,"2","5"
20,"1",0,"0","5"
20,"1",16,"2","5"
20,"2",12,"1","5"
6,"2",19,"1","4"
9,"1",32,"3","5"
9,"2",25,"1","5"
9,"2",4,"0","5"
9,"1",0,"0","5"
7,"2",1,"0","4"
7,"1",95,"0","4"
6,"1",13,"2","3"
9,"2",3,"0","2"
9,"2",13,"1","2"
9,"1",75,"0","2"
9,"2",68,"0","2"
9,"2",8,"1","4"
9,"2",6,"1","4"
9,"2",4,"0","4"
9,"2",1,"0","4"
13,"2",10,"1","3"
13,"1",8,"1","3"
13,"2",5,"1","3"
13,"2",2,"0","3"
13,"1",21,"2","3"
13,"2",20,"1","3"
13,"1",16,"1","3"
13,"1",73,"0","3"
6,"1",0,"0","2"
8,"2",7,"1","4"
8,"2",41,"2","4"
8,"1",26,"3","4"
6,"2",15,"1","3"
6,"2",3,"0","4"
7,"1",15,"2","3"
7,"2",87,"0","3"
9,"1",33,"2","3"
9,"2",25,"2","3"
9,"1",4,"0","3"
9,"1",3,"0","3"
7,"2",0,"0","3"
7,"2",19,"2","3"
10,"1",1,"0","4"
10,"1",18,"2","4"
10,"2",15,"2","4"
10,"1",13,"1","4"
10,"1",11,"1","4"
6,"2",10,"1","5"
7,"1",12,"1","2"
7,"1",65,"0","2"
6,"1",0,"0","5"
10,"1",7,"1","5"
10,"1",31,"2","5"
10,"2",26,"2","5"
10,"2",6,"0","5"
10,"2",1,"0","5"
8,"1",34,"2","5"
8,"2",23,"2","5"
8,"1",4,"0","5"
13,"1",3,"0","4"
13,"1",68,"0","4"
13,"2",77,"0","4"
13,"2",40,"0","4"
13,"2",15,"2","4"
13,"1",12,"1","4"
13,"2",7,"1","4"
13,"1",5,"0","4"
7,"1",70,"1","5"
7,"2",65,"0","5"
9,"2",11,"1","4"
9,"1",10,"1","4"
9,"1",8,"1","4"
9,"2",65,"0","4"
12,"2",7,"1","4"
12,"1",5,"1","4"
12,"1",37,"2","4"
12,"2",36,"0","4"
12,"1",16,"2","4"
12,"1",14,"1","4"
12,"2",18,"2","4"
8,"1",1,"0","4"
8,"1",25,"2","4"
8,"2",24,"0","4"
6,"1",0,"0","3"
7,"2",64,"0","4"
7,"2",74,"0","4"
6,"2",54,"0","2"
7,"2",9,"1","3"
7,"2",80,"0","3"
9,"2",8,"0","4"
9,"2",4,"0","4"
9,"2",11,"1","4"
9,"2",8,"0","4"
8,"2",4,"0","5"
8,"2",1,"0","5"
8,"1",17,"2","5"
8,"1",20,"2","4"
8,"2",18,"1","4"
8,"2",11,"1","4"
8,"2",1,"0","4"
8,"1",26,"1","4"
8,"2",23,"2","4"
7,"2",18,"2","4"
7,"2",12,"2","4"
6,"1",10,"1","2"
9,"2",9,"1","3"
9,"1",6,"1","3"
9,"1",73,"0","3"
9,"2",67,"0","3"
7,"2",33,"0","4"
7,"2",80,"0","4"
7,"2",8,"1","3"
7,"2",70,"0","3"
9,"2",13,"2","4"
9,"2",11,"2","4"
9,"2",5,"0","4"
9,"1",13,"1","4"
8,"1",0,"0","4"
8,"1",15,"2","4"
8,"1",14,"2","4"
7,"1",5,"1","4"
7,"2",1,"0","4"
6,"1",1,"0","3"
9,"2",12,"1","4"
9,"2",11,"1","4"
9,"2",8,"1","4"
9,"1",6,"1","4"
6,"1",8,"1","3"
7,"2",10,"1","3"
7,"2",7,"1","3"
8,"2",20,"0","4"
8,"2",21,"2","4"
8,"2",72,"0","4"
9,"2",2,"0","4"
9,"1",20,"3","4"
9,"1",15,"2","4"
9,"1",13,"1","4"
11,"2",28,"2","4"
11,"2",9,"1","4"
11,"2",5,"1","4"
11,"1",0,"0","4"
11,"1",22,"3","4"
11,"2",17,"2","4"
6,"2",72,"0","3"
6,"2",0,"0","3"
7,"2",7,"1","4"
7,"1",3,"0","4"
6,"1",3,"0","5"
11,"1",18,"3","5"
11,"2",17,"2","5"
11,"2",14,"2","5"
11,"1",11,"2","5"
11,"2",10,"2","5"
11,"1",3,"0","5"
8,"1",9,"1","3"
8,"1",64,"0","3"
8,"2",62,"0","3"
7,"2",5,"0","4"
7,"2",2,"0","4"
6,"1",5,"0","4"
6,"2",64,"0","4"
7,"1",7,"1","2"
7,"1",4,"0","2"
8,"1",68,"0","3"
8,"2",22,"2","3"
8,"1",1,"0","3"
9,"1",11,"1","4"
9,"2",32,"1","4"
9,"1",8,"1","4"
9,"2",3,"0","4"
7,"2",4,"0","5"
7,"2",1,"0","5"
15,"1",10,"0","4"
15,"2",6,"0","4"
15,"2",3,"0","4"
15,"2",0,"0","4"
15,"1",31,"2","4"
15,"2",32,"0","4"
15,"2",13,"1","4"
15,"2",7,"1","4"
15,"2",3,"0","4"
15,"2",1,"0","4"
8,"2",20,"1","4"
8,"1",22,"2","4"
8,"1",15,"2","4"
7,"1",5,"0","4"
7,"1",2,"0","4"
12,"2",3,"0","2"
12,"1",1,"0","2"
12,"1",20,"1","2"
12,"2",18,"1","2"
12,"2",2,"0","2"
12,"1",1,"0","2"
12,"1",13,"1","2"
7,"1",35,"0","1"
7,"1",33,"0","1"
10,"1",23,"2","4"
10,"2",21,"2","4"
10,"1",19,"2","4"
10,"2",14,"2","4"
10,"2",55,"0","4"
6,"1",1,"0","4"
6,"2",0,"0","2"
10,"1",7,"0","3"
10,"1",5,"0","3"
10,"2",2,"0","3"
10,"1",62,"0","3"
10,"2",59,"0","3"
6,"2",3,"0","3"
25,"2",35,"0","4"
25,"2",14,"2","4"
25,"2",11,"1","4"
25,"2",10,"1","4"
25,"2",8,"1","4"
25,"1",8,"1","4"
25,"1",7,"0","4"
25,"2",10,"1","4"
25,"2",8,"1","4"
25,"2",5,"1","4"
25,"1",35,"2","4"
25,"2",30,"0","4"
25,"2",4,"0","4"
25,"1",2,"0","4"
25,"2",0,"0","4"
25,"1",25,"3","4"
25,"2",20,"0","4"
25,"2",1,"0","4"
25,"1",73,"0","4"
25,"2",72,"0","4"
6,"2",19,"2","4"
6,"2",5,"1","3"
6,"2",7,"1","1"
6,"1",4,"0","3"
13,"1",12,"1","4"
13,"2",10,"1","4"
13,"1",6,"0","4"
13,"1",20,"3","4"
13,"2",25,"3","4"
13,"1",1,"0","4"
13,"2",24,"2","4"
13,"1",0,"0","4"
8,"1",15,"1","4"
8,"2",11,"1","4"
8,"1",6,"0","4"
7,"1",22,"2","2"
7,"2",18,"2","2"
17,"2",4,"0","5"
17,"2",1,"0","5"
17,"1",1,"0","5"
17,"2",30,"1","5"
17,"2",9,"0","5"
17,"1",7,"0","5"
17,"1",5,"0","5"
17,"1",26,"3","5"
17,"2",26,"3","5"
17,"2",2,"0","5"
17,"2",20,"2","5"
17,"2",18,"2","5"
7,"1",3,"0","2"
7,"1",2,"0","2"
6,"1",7,"1","3"
6,"2",6,"1","1"
6,"2",4,"0","3"
6,"2",49,"0","2"
10,"2",4,"0","1"
10,"2",0,"0","1"
10,"1",16,"2","1"
10,"2",12,"1","1"
10,"2",10,"1","1"
7,"2",16,"2","4"
7,"2",53,"0","4"
7,"2",19,"3","5"
7,"2",26,"2","5"
6,"2",8,"1","1"
6,"1",3,"0","3"
8,"2",17,"2","3"
8,"1",14,"2","3"
8,"1",13,"1","3"
7,"2",16,"2","4"
7,"2",12,"1","4"
6,"1",3,"0","3"
7,"2",17,"2","3"
7,"2",23,"2","3"
6,"2",26,"3","2"
6,"2",3,"0","1"
8,"2",8,"1","1"
8,"1",2,"0","1"
8,"1",68,"0","1"
6,"2",61,"0","2"
6,"2",15,"1","2"
6,"2",3,"0","1"
6,"1",11,"1","1"
9,"1",1,"0","1"
9,"2",32,"1","1"
9,"1",6,"0","1"
9,"2",15,"2","1"
7,"2",6,"0","1"
7,"1",1,"0","1"
6,"2",3,"0","1"
8,"2",24,"1","2"
8,"1",6,"0","2"
8,"2",2,"0","2"
7,"2",10,"1","1"
7,"1",8,"1","1"
8,"2",6,"1","1"
8,"1",6,"1","1"
8,"2",64,"0","1"
7,"2",11,"1","2"
7,"2",5,"1","2"
8,"2",26,"1","1"
8,"1",5,"1","1"
8,"2",2,"0","1"
7,"1",22,"3","3"
7,"2",23,"2","3"
8,"2",27,"1","2"
8,"2",3,"0","2"
8,"2",1,"0","2"
6,"2",13,"1","1"
9,"1",81,"0","2"
9,"2",21,"2","2"
9,"2",2,"0","2"
9,"2",0,"0","2"
7,"2",4,"0","1"
7,"1",2,"0","1"
6,"1",10,"1","1"
7,"1",69,"0","1"
7,"2",65,"0","1"
8,"1",11,"2","1"
8,"2",9,"1","1"
8,"1",0,"0","1"
6,"2",11,"1","1"
7,"2",8,"1","1"
7,"1",5,"1","1"
8,"1",5,"1","2"
8,"1",0,"0","2"
8,"2",8,"1","2"
14,"2",22,"1","1"
14,"1",5,"1","1"
14,"2",0,"0","1"
14,"2",19,"1","1"
14,"1",24,"1","1"
14,"1",3,"0","1"
14,"2",0,"0","1"
14,"2",17,"2","1"
14,"1",22,"1","1"
9,"1",0,"0","1"
9,"2",23,"1","1"
9,"1",4,"0","1"
9,"2",12,"1","1"
8,"1",19,"2","2"
8,"2",17,"1","2"
8,"2",0,"0","2"
8,"1",21,"2","1"
8,"1",19,"2","1"
8,"1",17,"2","1"
8,"2",21,"2","1"
8,"2",0,"0","1"
8,"1",81,"0","1"
6,"1",8,"1","2"
10,"2",7,"1","1"
10,"2",2,"0","1"
10,"1",14,"2","1"
10,"2",20,"2","1"
10,"2",16,"2","1"
6,"1",11,"1","1"
6,"2",0,"0","2"
7,"1",8,"1","1"
7,"1",3,"0","1"
6,"2",61,"0","1"
10,"2",35,"0","2"
10,"2",13,"2","2"
10,"2",11,"1","2"
10,"2",5,"1","2"
10,"1",1,"0","2"
7,"2",6,"1","1"
7,"1",4,"0","1"
9,"2",4,"0","1"
9,"2",12,"2","1"
9,"2",8,"1","1"
9,"2",5,"1","1"
7,"2",4,"0","1"
7,"2",12,"2","1"
6,"2",0,"0","1"
6,"2",74,"0","1"
11,"2",5,"1","5"
11,"2",1,"0","5"
11,"2",17,"1","5"
11,"2",13,"1","5"
11,"1",59,"0","5"
11,"2",56,"0","5"
6,"1",9,"1","3"
9,"1",4,"0","4"
9,"1",23,"1","4"
9,"2",21,"2","4"
9,"2",2,"0","4"
8,"2",4,"0","4"
8,"1",73,"0","4"
8,"2",66,"0","4"
6,"2",6,"1","3"
13,"2",55,"0","4"
13,"2",28,"3","4"
13,"2",21,"2","4"
13,"1",2,"0","4"
13,"1",22,"2","4"
13,"2",22,"2","4"
13,"1",5,"1","4"
13,"2",0,"0","4"
6,"1",52,"0","2"
6,"2",54,"0","4"
7,"2",13,"1","3"
7,"2",9,"1","3"
17,"1",13,"2","5"
17,"1",11,"2","5"
17,"1",9,"1","5"
17,"2",7,"1","5"
17,"2",4,"0","5"
17,"1",35,"0","5"
17,"1",33,"2","5"
17,"2",30,"1","5"
17,"2",8,"1","5"
17,"1",5,"1","5"
17,"2",3,"0","5"
17,"1",1,"0","5"
6,"2",55,"0","2"
7,"2",20,"2","3"
7,"2",16,"2","3"
6,"2",6,"1","2"
8,"1",5,"1","5"
8,"1",3,"0","5"
8,"1",8,"1","5"
6,"2",59,"0","1"
6,"2",20,"3","4"
14,"2",2,"0","3"
14,"1",30,"1","3"
14,"2",32,"2","3"
14,"2",1,"0","3"
14,"2",30,"1","3"
14,"2",8,"1","3"
14,"1",7,"0","3"
14,"2",17,"3","3"
14,"2",7,"0","3"
6,"2",80,"0","3"
6,"2",20,"0","1"
8,"2",9,"1","2"
8,"2",3,"0","2"
8,"1",2,"0","2"
7,"2",24,"3","5"
7,"1",2,"0","5"
11,"2",12,"1","2"
11,"1",9,"1","2"
11,"2",31,"1","2"
11,"1",9,"1","2"
11,"2",2,"0","2"
11,"2",73,"0","2"
6,"1",6,"1","3"
11,"2",27,"1","3"
11,"1",6,"1","3"
11,"2",0,"0","3"
11,"2",21,"2","3"
11,"1",15,"2","3"
11,"2",27,"1","3"
7,"2",8,"0","3"
7,"1",4,"0","3"
7,"2",22,"1","2"
7,"2",2,"0","2"
6,"1",6,"1","1"
6,"2",10,"1","3"
7,"1",19,"2","3"
7,"2",16,"2","3"
6,"2",74,"0","3"
12,"2",2,"0","4"
12,"2",23,"3","4"
12,"2",1,"0","4"
12,"2",33,"0","4"
12,"1",13,"1","4"
12,"1",11,"1","4"
12,"2",58,"0","4"
6,"2",18,"2","3"
8,"1",72,"1","5"
8,"1",80,"0","5"
8,"2",80,"0","5"
6,"2",1,"0","4"
6,"1",3,"0","3"
6,"1",3,"0","3"
9,"2",16,"1","3"
9,"1",12,"1","3"
9,"1",10,"1","3"
9,"2",7,"1","3"
6,"2",7,"1","3"
6,"1",10,"1","2"
7,"2",20,"1","2"
7,"1",2,"0","2"
8,"2",0,"0","3"
8,"1",72,"2","3"
8,"2",68,"0","3"
7,"1",1,"0","3"
7,"2",60,"0","3"
6,"1",7,"1","3"
6,"2",0,"0","4"
7,"1",5,"0","2"
7,"1",3,"0","2"
7,"1",72,"0","2"
7,"2",65,"0","2"
8,"1",5,"0","1"
8,"2",3,"0","1"
8,"1",0,"0","1"
8,"2",16,"2","2"
8,"2",13,"2","2"
8,"2",10,"1","2"
6,"2",15,"2","3"
7,"2",56,"0","3"
7,"1",35,"2","3"
6,"2",10,"1","4"
6,"2",65,"0","2"
19,"2",65,"0","3"
19,"1",35,"2","3"
19,"2",37,"0","3"
19,"2",17,"2","3"
19,"2",15,"2","3"
19,"2",10,"1","3"
19,"2",10,"1","3"
19,"2",3,"0","3"
19,"1",32,"2","3"
19,"2",30,"1","3"
19,"1",7,"1","3"
19,"1",3,"0","3"
19,"2",26,"0","3"
19,"1",17,"2","3"
7,"1",9,"1","4"
7,"1",6,"0","4"
6,"1",1,"0","3"
6,"2",22,"3","3"
6,"1",0,"0","2"
6,"2",53,"0","2"
6,"1",2,"0","1"
6,"1",17,"2","2"
7,"1",19,"2","2"
7,"1",13,"2","2"
7,"2",23,"2","2"
7,"2",4,"0","2"
7,"2",2,"0","2"
7,"2",17,"2","2"
14,"2",26,"3","3"
14,"1",5,"1","3"
14,"2",25,"0","3"
14,"1",2,"0","3"
14,"1",22,"2","3"
14,"2",23,"2","3"
14,"1",20,"3","3"
14,"1",66,"0","3"
14,"2",65,"0","3"
7,"2",20,"2","3"
7,"1",0,"0","3"
7,"1",22,"2","2"
7,"2",18,"1","2"
7,"2",10,"1","2"
7,"1",7,"1","2"
12,"2",40,"0","1"
12,"1",22,"1","1"
12,"2",26,"3","1"
12,"1",3,"0","1"
12,"2",20,"2","1"
12,"1",14,"2","1"
12,"1",12,"1","1"
6,"1",55,"1","2"
6,"1",6,"0","2"
6,"2",72,"0","1"
6,"2",15,"2","2"
7,"2",23,"3","2"
7,"1",17,"2","2"
7,"1",17,"2","3"
7,"1",17,"2","3"
8,"1",57,"1","3"
8,"2",53,"0","3"
8,"2",18,"2","3"
7,"1",73,"0","2"
7,"2",71,"0","2"
7,"2",21,"1","3"
7,"2",5,"1","3"
38,"2",16,"2","4"
38,"2",61,"0","4"
38,"1",42,"1","4"
38,"2",41,"0","4"
38,"1",21,"2","4"
38,"2",18,"2","4"
38,"2",15,"2","4"
38,"1",34,"2","4"
38,"2",33,"1","4"
38,"1",10,"1","4"
38,"1",1,"0","4"
38,"1",33,"3","4"
38,"2",27,"1","4"
38,"1",7,"1","4"
38,"1",30,"2","4"
38,"2",26,"3","4"
38,"2",3,"0","4"
38,"1",27,"2","4"
38,"2",26,"2","4"
38,"2",3,"0","4"
38,"1",22,"2","4"
38,"1",52,"1","4"
38,"2",44,"0","4"
38,"1",26,"2","4"
38,"2",24,"2","4"
38,"1",21,"3","4"
38,"1",43,"1","4"
38,"2",40,"0","4"
38,"2",21,"3","4"
38,"2",17,"2","4"
38,"2",16,"2","4"
38,"1",12,"2","4"
38,"2",80,"0","4"
6,"2",95,"0","1"
6,"2",0,"0","3"
11,"1",0,"0","3"
11,"2",21,"3","3"
11,"1",18,"2","3"
11,"2",17,"2","3"
11,"2",16,"2","3"
11,"2",5,"0","3"
6,"1",8,"1","3"
7,"2",14,"2","4"
7,"1",65,"0","4"
9,"2",6,"0","3"
9,"1",32,"3","3"
9,"2",27,"3","3"
9,"2",5,"0","3"
6,"1",16,"3","3"
7,"1",19,"2","2"
7,"2",12,"2","2"
6,"2",9,"1","2"
6,"1",6,"1","1"
6,"2",69,"0","3"
6,"1",4,"0","1"
7,"2",11,"1","2"
7,"1",68,"1","2"
6,"1",9,"1","1"
7,"2",8,"1","3"
7,"2",8,"1","3"
7,"1",24,"2","3"
7,"2",19,"2","3"
6,"2",80,"0","4"
6,"1",3,"0","1"
8,"1",11,"2","2"
8,"1",9,"1","2"
8,"2",6,"0","2"
7,"1",8,"1","2"
7,"2",6,"1","2"
7,"2",4,"0","1"
7,"2",4,"0","1"
6,"2",63,"0","1"
9,"2",19,"2","1"
9,"1",16,"2","1"
9,"2",12,"1","1"
9,"2",10,"1","1"
9,"1",13,"2","1"
9,"1",10,"1","1"
9,"2",7,"0","1"
9,"2",4,"0","1"
10,"1",21,"2","1"
10,"2",19,"3","1"
10,"1",18,"2","1"
10,"2",15,"2","1"
10,"1",10,"1","1"
7,"2",18,"2","1"
7,"1",1,"0","1"
7,"2",5,"1","1"
7,"2",3,"0","1"
8,"1",3,"0","1"
8,"2",14,"2","1"
8,"1",12,"2","1"
8,"2",9,"1","1"
8,"2",19,"2","1"
8,"1",0,"0","1"
9,"2",1,"0","1"
9,"1",21,"2","1"
9,"2",22,"2","1"
9,"1",3,"0","1"
6,"1",5,"0","1"
7,"2",11,"1","1"
7,"2",9,"0","1"
8,"2",7,"0","1"
8,"2",5,"0","1"
8,"2",1,"0","1"
6,"2",88,"0","2"
6,"1",10,"1","1"
6,"1",10,"1","1"
6,"1",0,"0","1"
6,"2",13,"2","1"
6,"1",9,"0","1"
7,"2",10,"1","2"
7,"1",6,"0","2"
8,"2",8,"1","1"
8,"1",6,"0","1"
8,"1",3,"0","1"
7,"1",13,"1","1"
7,"1",7,"0","1"
6,"1",0,"0","1"
6,"1",0,"0","4"
6,"2",0,"0","4"
6,"1",26,"2","5"
6,"1",40,"2","5"
6,"2",19,"2","3"
6,"1",4,"0","4"
7,"1",1,"0","2"
7,"2",12,"2","2"
6,"2",12,"1","2"
6,"2",64,"0","3"
8,"1",3,"0","2"
8,"2",17,"0","2"
8,"1",0,"0","2"
8,"1",19,"1","3"
8,"1",17,"1","3"
8,"1",18,"2","3"
9,"2",19,"2","3"
9,"1",0,"0","3"
9,"2",49,"0","3"
9,"1",15,"2","3"
9,"1",1,"0","3"
9,"2",21,"2","3"
9,"1",0,"0","3"
9,"2",63,"0","3"
6,"1",15,"2","2"
6,"1",19,"2","4"
7,"2",23,"2","4"
7,"2",5,"1","4"
6,"2",69,"0","5"
8,"1",4,"0","5"
8,"1",4,"0","5"
8,"1",9,"1","5"
7,"2",55,"0","4"
7,"2",12,"1","4"
6,"2",11,"2","2"
6,"1",70,"0","3"
7,"1",10,"1","2"
7,"1",10,"1","2"
6,"1",53,"0","3"
6,"2",0,"0","5"
6,"2",21,"3","4"
6,"1",2,"0","5"
7,"1",5,"1","5"
7,"2",19,"2","5"
6,"2",6,"0","3"
7,"2",26,"1","4"
7,"2",0,"0","4"
7,"2",15,"2","2"
7,"1",3,"0","2"
6,"2",1,"0","2"
6,"1",57,"2","1"
9,"2",20,"2","2"
9,"1",19,"2","2"
9,"2",15,"2","2"
9,"2",15,"2","2"
7,"1",63,"0","4"
7,"2",60,"0","4"
6,"2",56,"0","2"
10,"1",24,"2","3"
10,"2",22,"2","3"
10,"1",6,"1","3"
10,"2",2,"0","3"
10,"2",21,"2","3"
8,"1",7,"1","1"
8,"1",70,"0","1"
8,"2",72,"0","1"
6,"2",58,"0","4"
7,"2",16,"2","1"
7,"2",11,"1","1"
9,"2",3,"0","2"
9,"2",1,"0","2"
9,"1",21,"2","2"
9,"1",13,"1","2"
7,"1",26,"1","4"
7,"1",20,"2","4"
7,"2",6,"1","2"
7,"2",13,"1","2"
9,"2",11,"1","1"
9,"2",24,"1","1"
9,"2",6,"0","1"
9,"2",4,"0","1"
7,"1",2,"0","4"
7,"2",18,"2","4"
7,"1",21,"2","5"
7,"1",18,"2","5"
6,"2",22,"3","4"
6,"1",14,"2","4"
6,"1",17,"2","3"
7,"2",20,"2","4"
7,"2",1,"0","4"
6,"2",80,"0","2"
7,"2",18,"2","4"
7,"1",12,"2","4"
7,"1",1,"0","3"
7,"1",21,"2","3"
7,"1",50,"2","4"
7,"2",44,"0","4"
7,"2",13,"1","4"
7,"2",57,"1","4"
6,"1",21,"2","3"
7,"2",25,"2","1"
7,"2",7,"1","1"
8,"1",27,"3","2"
8,"2",20,"2","2"
8,"2",2,"0","2"
7,"2",4,"0","2"
7,"2",25,"0","2"
8,"2",9,"1","3"
8,"1",18,"2","3"
8,"2",19,"2","3"
6,"1",75,"0","1"
6,"1",9,"1","2"
7,"2",16,"2","1"
7,"1",15,"2","1"
7,"2",12,"2","2"
7,"1",10,"1","2"
6,"1",2,"0","2"
6,"2",53,"0","2"
6,"1",21,"3","4"
7,"1",3,"0","1"
7,"1",1,"0","1"
6,"2",0,"0","2"
8,"2",2,"0","1"
8,"2",0,"0","1"
8,"1",0,"0","1"
6,"2",3,"0","1"
6,"2",57,"0","1"
9,"2",37,"0","2"
9,"1",21,"2","2"
9,"2",16,"2","2"
9,"2",12,"1","2"
9,"2",13,"2","1"
9,"2",7,"1","1"
9,"2",4,"0","1"
9,"1",0,"0","1"
8,"2",6,"1","2"
8,"1",22,"2","2"
8,"2",20,"3","2"
6,"2",72,"0","1"
6,"2",0,"0","1"
7,"1",1,"0","1"
7,"2",83,"0","1"
6,"1",2,"0","1"
6,"1",18,"3","2"
6,"1",1,"0","1"
9,"2",8,"1","2"
9,"2",7,"0","2"
9,"1",4,"0","2"
9,"1",12,"1","2"
8,"2",0,"0","1"
8,"2",12,"1","1"
8,"1",9,"1","1"
7,"2",6,"1","1"
7,"1",2,"0","1"
6,"2",52,"0","2"
8,"2",63,"0","2"
8,"1",32,"3","2"
8,"2",13,"2","2"
7,"2",30,"3","4"
7,"1",28,"3","4"
8,"1",8,"0","4"
8,"2",21,"2","4"
8,"1",0,"0","4"
9,"2",9,"1","4"
9,"1",10,"1","4"
9,"2",6,"0","4"
9,"1",22,"3","4"
10,"2",9,"1","1"
10,"2",7,"1","1"
10,"2",4,"0","1"
10,"2",1,"0","1"
10,"1",13,"1","1"
6,"2",6,"0","1"
7,"1",1,"0","1"
7,"2",12,"1","1"
6,"2",25,"3","2"
6,"1",1,"0","1"
8,"1",16,"2","1"
8,"2",13,"2","1"
8,"2",11,"1","1"
7,"1",20,"2","1"
7,"2",17,"0","1"
9,"1",60,"0","3"
9,"2",19,"3","3"
9,"1",15,"2","3"
9,"1",26,"0","3"
7,"1",12,"1","2"
7,"2",10,"1","2"
6,"2",6,"1","1"
7,"2",14,"3","2"
7,"2",11,"2","2"
7,"2",5,"1","1"
7,"1",3,"0","1"
10,"2",1,"0","2"
10,"1",17,"3","2"
10,"2",15,"2","2"
10,"2",19,"3","2"
10,"1",1,"0","2"
6,"1",1,"0","2"
6,"1",10,"1","1"
8,"1",4,"0","1"
8,"1",80,"0","1"
8,"2",65,"0","1"
8,"2",16,"2","2"
8,"2",13,"2","2"
8,"1",10,"1","2"
7,"1",15,"2","2"
7,"2",13,"2","2"
9,"2",22,"3","2"
9,"2",1,"0","2"
9,"2",0,"0","2"
9,"1",19,"2","2"
6,"2",18,"2","2"
6,"1",7,"1","1"
7,"1",2,"0","1"
7,"2",1,"0","1"
8,"2",25,"2","1"
8,"1",3,"0","1"
8,"1",2,"0","1"
7,"2",19,"2","3"
7,"1",2,"0","3"
6,"1",14,"2","1"
15,"2",13,"2","1"
15,"2",12,"2","1"
15,"1",10,"1","1"
15,"2",5,"1","1"
15,"1",65,"0","1"
15,"2",61,"0","1"
15,"2",34,"0","1"
15,"1",13,"1","1"
15,"1",8,"1","1"
15,"1",6,"0","1"
6,"1",11,"1","3"
6,"2",53,"0","1"
7,"1",10,"1","1"
7,"1",8,"1","1"
6,"2",17,"2","1"
6,"1",9,"1","1"
9,"1",14,"1","2"
9,"1",10,"1","2"
9,"2",17,"2","2"
9,"1",19,"2","2"
7,"1",5,"1","1"
7,"1",0,"0","1"
6,"2",20,"3","2"
7,"1",16,"2","1"
7,"2",14,"2","1"
7,"1",3,"0","1"
7,"2",2,"0","1"
7,"2",7,"1","1"
7,"1",5,"0","1"
7,"2",4,"0","2"
7,"1",0,"0","2"
6,"2",10,"1","1"
6,"2",18,"1","1"
8,"2",10,"1","1"
8,"2",8,"1","1"
8,"1",49,"0","1"
6,"2",3,"0","1"
6,"2",13,"2","1"
7,"2",15,"2","1"
7,"1",20,"2","1"
6,"2",72,"0","4"
7,"1",11,"1","4"
7,"2",10,"1","4"
6,"2",8,"0","4"
7,"2",13,"2","1"
7,"1",10,"1","1"
6,"2",12,"2","1"
6,"2",1,"0","2"
9,"1",3,"0","1"
9,"1",22,"2","1"
9,"2",19,"2","1"
9,"1",17,"2","1"
6,"1",7,"0","1"
10,"2",6,"0","2"
10,"1",1,"0","2"
10,"2",19,"2","2"
10,"2",3,"0","2"
10,"2",0,"0","2"
6,"2",17,"2","2"
6,"1",17,"2","2"
8,"2",17,"1","1"
8,"2",2,"0","1"
8,"1",1,"0","1"
8,"2",9,"1","2"
8,"1",6,"0","2"
8,"2",70,"0","2"
6,"2",8,"1","1"
7,"2",7,"0","1"
7,"1",5,"0","1"
7,"2",22,"2","1"
7,"2",2,"0","1"
7,"1",20,"2","1"
7,"2",18,"2","1"
6,"1",5,"0","1"
7,"2",6,"1","2"
7,"2",10,"1","2"
7,"1",4,"0","3"
7,"1",2,"0","3"
10,"1",1,"0","1"
10,"2",20,"2","1"
10,"1",4,"0","1"
10,"2",1,"0","1"
10,"1",12,"1","1"
8,"1",3,"0","1"
8,"1",71,"0","1"
8,"2",63,"0","1"
6,"1",17,"2","1"
7,"2",18,"1","1"
7,"1",15,"2","1"
7,"2",66,"0","2"
7,"1",42,"1","2"
6,"2",13,"1","1"
7,"2",6,"1","1"
7,"2",73,"0","1"
7,"1",7,"1","1"
7,"1",5,"1","1"
7,"1",5,"1","1"
7,"1",1,"0","1"
6,"1",66,"0","1"
8,"2",10,"1","2"
8,"2",6,"1","2"
8,"1",16,"2","2"
7,"1",27,"1","2"
7,"2",19,"2","2"
6,"2",64,"0","2"
6,"1",2,"0","1"
6,"1",5,"1","1"
6,"1",4,"0","1"
6,"2",67,"0","1"
8,"1",1,"0","2"
8,"1",26,"2","2"
8,"1",23,"2","2"
7,"1",12,"1","3"
7,"1",8,"1","3"
8,"1",22,"2","3"
8,"2",21,"2","3"
8,"1",0,"0","3"
8,"1",8,"0","1"
8,"1",8,"0","1"
8,"1",5,"0","1"
6,"2",61,"0","1"
7,"1",3,"0","1"
7,"1",2,"0","1"
12,"1",4,"0","1"
12,"1",26,"2","1"
12,"2",25,"0","1"
12,"2",4,"0","1"
12,"1",16,"2","1"
12,"1",12,"2","1"
12,"2",10,"1","1"
9,"2",0,"0","1"
9,"1",23,"3","1"
9,"2",25,"2","1"
9,"1",2,"0","1"
6,"1",9,"1","1"
6,"1",8,"1","1"
7,"1",9,"1","1"
7,"1",32,"3","1"
8,"1",18,"2","1"
